split,class,source,processed
train,cardboard,data/raw/dataset-resized/cardboard/cardboard121.jpg,data/processed/train/cardboard/cardboard_0147.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard89.jpg,data/processed/train/cardboard/cardboard_0148.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard74.jpg,data/processed/train/cardboard/cardboard_0149.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard194.jpg,data/processed/train/cardboard/cardboard_0150.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard357.jpg,data/processed/train/cardboard/cardboard_0151.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard180.jpg,data/processed/train/cardboard/cardboard_0152.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard60.jpg,data/processed/train/cardboard/cardboard_0153.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard238.jpg,data/processed/train/cardboard/cardboard_0154.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard72.jpg,data/processed/train/cardboard/cardboard_0155.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard142.jpg,data/processed/train/cardboard/cardboard_0156.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard193.jpg,data/processed/train/cardboard/cardboard_0157.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard242.jpg,data/processed/train/cardboard/cardboard_0158.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard155.jpg,data/processed/train/cardboard/cardboard_0159.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard289.jpg,data/processed/train/cardboard/cardboard_0160.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard231.jpg,data/processed/train/cardboard/cardboard_0161.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard230.jpg,data/processed/train/cardboard/cardboard_0162.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard86.jpg,data/processed/train/cardboard/cardboard_0163.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard366.jpg,data/processed/train/cardboard/cardboard_0164.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard282.jpg,data/processed/train/cardboard/cardboard_0165.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard37.jpg,data/processed/train/cardboard/cardboard_0166.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard362.jpg,data/processed/train/cardboard/cardboard_0167.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard153.jpg,data/processed/train/cardboard/cardboard_0168.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard217.jpg,data/processed/train/cardboard/cardboard_0169.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard316.jpg,data/processed/train/cardboard/cardboard_0170.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard175.jpg,data/processed/train/cardboard/cardboard_0171.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard106.jpg,data/processed/train/cardboard/cardboard_0172.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard295.jpg,data/processed/train/cardboard/cardboard_0173.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard261.jpg,data/processed/train/cardboard/cardboard_0174.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard83.jpg,data/processed/train/cardboard/cardboard_0175.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard369.jpg,data/processed/train/cardboard/cardboard_0176.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard115.jpg,data/processed/train/cardboard/cardboard_0177.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard332.jpg,data/processed/train/cardboard/cardboard_0178.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard35.jpg,data/processed/train/cardboard/cardboard_0179.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard385.jpg,data/processed/train/cardboard/cardboard_0180.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard34.jpg,data/processed/train/cardboard/cardboard_0181.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard226.jpg,data/processed/train/cardboard/cardboard_0182.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard336.jpg,data/processed/train/cardboard/cardboard_0183.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard340.jpg,data/processed/train/cardboard/cardboard_0184.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard177.jpg,data/processed/train/cardboard/cardboard_0185.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard375.jpg,data/processed/train/cardboard/cardboard_0186.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard337.jpg,data/processed/train/cardboard/cardboard_0187.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard49.jpg,data/processed/train/cardboard/cardboard_0188.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard126.jpg,data/processed/train/cardboard/cardboard_0189.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard202.jpg,data/processed/train/cardboard/cardboard_0190.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard218.jpg,data/processed/train/cardboard/cardboard_0191.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard355.jpg,data/processed/train/cardboard/cardboard_0192.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard32.jpg,data/processed/train/cardboard/cardboard_0193.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard53.jpg,data/processed/train/cardboard/cardboard_0194.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard253.jpg,data/processed/train/cardboard/cardboard_0195.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard191.jpg,data/processed/train/cardboard/cardboard_0196.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard61.jpg,data/processed/train/cardboard/cardboard_0197.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard263.jpg,data/processed/train/cardboard/cardboard_0198.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard398.jpg,data/processed/train/cardboard/cardboard_0199.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard54.jpg,data/processed/train/cardboard/cardboard_0200.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard393.jpg,data/processed/train/cardboard/cardboard_0201.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard9.jpg,data/processed/train/cardboard/cardboard_0202.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard317.jpg,data/processed/train/cardboard/cardboard_0203.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard367.jpg,data/processed/train/cardboard/cardboard_0204.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard368.jpg,data/processed/train/cardboard/cardboard_0205.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard322.jpg,data/processed/train/cardboard/cardboard_0206.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard343.jpg,data/processed/train/cardboard/cardboard_0207.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard16.jpg,data/processed/train/cardboard/cardboard_0208.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard137.jpg,data/processed/train/cardboard/cardboard_0209.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard95.jpg,data/processed/train/cardboard/cardboard_0210.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard208.jpg,data/processed/train/cardboard/cardboard_0211.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard250.jpg,data/processed/train/cardboard/cardboard_0212.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard291.jpg,data/processed/train/cardboard/cardboard_0213.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard5.jpg,data/processed/train/cardboard/cardboard_0214.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard276.jpg,data/processed/train/cardboard/cardboard_0215.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard339.jpg,data/processed/train/cardboard/cardboard_0216.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard381.jpg,data/processed/train/cardboard/cardboard_0217.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard114.jpg,data/processed/train/cardboard/cardboard_0218.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard287.jpg,data/processed/train/cardboard/cardboard_0219.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard210.jpg,data/processed/train/cardboard/cardboard_0220.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard268.jpg,data/processed/train/cardboard/cardboard_0221.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard118.jpg,data/processed/train/cardboard/cardboard_0222.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard117.jpg,data/processed/train/cardboard/cardboard_0223.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard23.jpg,data/processed/train/cardboard/cardboard_0224.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard302.jpg,data/processed/train/cardboard/cardboard_0225.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard111.jpg,data/processed/train/cardboard/cardboard_0226.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard154.jpg,data/processed/train/cardboard/cardboard_0227.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard349.jpg,data/processed/train/cardboard/cardboard_0228.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard285.jpg,data/processed/train/cardboard/cardboard_0229.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard290.jpg,data/processed/train/cardboard/cardboard_0230.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard300.jpg,data/processed/train/cardboard/cardboard_0231.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard182.jpg,data/processed/train/cardboard/cardboard_0232.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard79.jpg,data/processed/train/cardboard/cardboard_0233.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard102.jpg,data/processed/train/cardboard/cardboard_0234.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard43.jpg,data/processed/train/cardboard/cardboard_0235.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard173.jpg,data/processed/train/cardboard/cardboard_0236.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard237.jpg,data/processed/train/cardboard/cardboard_0237.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard1.jpg,data/processed/train/cardboard/cardboard_0238.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard50.jpg,data/processed/train/cardboard/cardboard_0239.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard363.jpg,data/processed/train/cardboard/cardboard_0240.jpg
train,cardboard,data/raw/dataset-resized/cardboard/cardboard382.jpg,data/processed/train/cardboard/cardboard_0241.jpg
